SMILES
CN(C)C(=O)CC1CC2(CCN(CC2)C(=O)N2CCCC2)Oc2ccccc12
Cc1c([nH]c2CC(CC(=O)c12)c1ccco1)C(=O)OCC1CCCO1
CNC(=O)CN1CCC11CCN(C1)C(=O)c1ccn(C)n1
Cn1cc(cn1)N1CCC2(CCN(C2)C(=O)c2ccncc2)C1=O
CC(C)CN1CC2CN(CC2C1)S(=O)(=O)c1ccccc1
Fc1cccc(c1)-c1ccc2c(nnn2c1)C1CCCN1Cc1ccncc1
CC1(C)C[C@H](C2CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
CCC1CCCCN1C(=O)c1sc2ncnc(N(CC)CC)c2c1C
O=C(CN1C(=O)NC2(CCSC2)C1=O)NCc1ccccc1
Cc1cc(nc(C)n1)C(=O)N1CCCC(C1)Nc1ccc(C)c(C)c1
Fc1cccc(c1)N1CC2(CCN(C2)C(=O)COc2ccccc2)CC1=O
C1CC(N(C1)C(=O)c1ccncc1)c1nnn2cc(ccc12)-c1ccccc1
COc1ccc2cc(ccc2c1)C(=O)C1CCCN(C1)C(=O)c1ccnn1C
CCS(=O)(=O)N1CCc2ncnc(C3CCOC3)c2CC1
CC1Cn2c(S1)nnc2-c1cccs1
Cc1ccc(cc1)S(=O)(=O)NCC[C@@]1(C)C2CCC1(C)C(=O)C2
CCN(CC)C(=O)C1Cn2ccnc2C2(CCN(Cc3ccc(C)s3)CC2)O1
CCn1cc2CN(CC(COC)c2n1)C(=O)c1cscn1
CC1CN(CC(C)O1)C(=O)c1ccc2OCOc2c1
O=C(NC1COC2(C1)CCN(CC2)C(=O)c1cccnc1)c1ccccn1
CN(C1CCS(=O)(=O)C1)c1ncnc2sc3CCCc3c12
OC1CN=C2Sc3ccccc3N2C1
CCOC(=O)N1CCN(CC1)C(=O)C1CCC(=O)N(CCCc2ccccc2)C1
CSc1ccc(cc1)C(=O)C1CCCN(Cc2cccnc2)C1
Cc1ccc(o1)C(=O)N1CCOC2CCC1C2Oc1ncccc1F
O=C(CN1CCCC1c1ccc2OCCOc2c1)NC(=O)Nc1ccccc1
CCOC(=O)C1CCCN(C1)C1CCN(CC1)Cc1onc(n1)Cc1ccccc1
COC(=O)C1SCC2N1C(=O)CN(Cc1ccc(F)cc1)C2=O
Cc1ccc(CS(=O)(=O)N2CCCC3(CCCC(=O)N3CC=C)C2)cc1
Cc1ccc(nn1)N1CCC2(CC1)NC(=O)CC2c1cnn(C)c1
COc1ccc2N(C)C(=O)C(NC(C)=O)c2c1
Clc1cccc(NC(=O)C2=NOC3(C2)CCCN(C3)S(=O)(=O)c2ccccc2)c1
CC1N(CC2CC2)C(=O)COC11CCN(CC1)Cc1ccsc1
CC1C=NC(=N1)S(=O)(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N(C)[C@@H]2CO)-c1ccc(F)cc1
